植物生产类,6,407,6,4,3850,包含专业：植物保护、菌物科学与工程
动物生产类,2,389,1,4,3850,包含专业：动物科学、经济动物学、水产养殖学
自然保护与环境生态类,3,401,3,4,3850,包含专业：农业资源与环境、水土保持与荒漠化防治
环境科学与工程类,8,425,8,4,3850,包含专业：环境工程、环境科学
工商管理类,2,442,2,4,3850,包含专业：工商管理、市场营销、财务管理、农林经济管理、土地资源管理、旅游管理
食品科学与工程类,13,407,13,4,3850,包含专业：食品科学与工程、食品质量与安全、粮食工程、酿酒工程
中药学类,6,408,6,4,3850,包含专业：中药学、中药资源与开发、中草药栽培与鉴定
植物生产类,7,389,6,4,3850,包含专业：园艺、设施农业科学与工程
生物科学类,9,425,10,4,3850,包含专业：生物科学、生物技术
生物工程类,6,409,6,4,3850,包含专业：制药工程、生物工程
机械类,15,433,16,4,3850,包含专业：机械设计制造及其自动化、新能源科学与工程、自动化、交通运输、农业机械化及其自动化、农业建筑环境与能源工程
计算机类,8,455,8,4,4840,包含专业：计算机科学与技术、物联网工程、数据科学与大数据技术
社会学类,5,389,4,4,3850,包含专业：社会学、家政学
新闻传播学类,5,412,5,4,6820,包含专业：广告学、传播学
智慧农业,2,411,2,4,3850,-
动物药学,6,389,6,4,3850,-
电子信息科学与技术,4,438,4,4,4600,-
林学,2,412,2,4,3850,-
园林,2,405,3,4,3800,-
风景园林,4,425,4,4,4400,-
动物医学,5,446,6,5,3800,-
草业科学,3,389,2,4,3850,-
